heure,timestamp,ax(g),ay(g),az(g),gx(deg/s),gy(deg/s),gz(deg/s),roll(deg),pitch(deg),yaw(deg)
14:23:53.962,667.586294,-0.2754,-0.6270,0.9697,-0.5493,11.9629,-25.0244,-2.1698,12.7551,-144.9646
14:23:54.062,667.686314,-0.2427,-0.6494,0.9844,13.5498,2.1973,-36.1328,-3.4827,12.4750,-148.2935
14:23:54.162,667.786239,-0.4312,-0.8315,1.0469,9.1553,-12.5732,-35.0952,-4.8010,12.6398,-152.3859
14:23:54.262,667.886205,-0.4780,-0.6748,1.0830,18.9819,5.7373,-35.8276,-6.7621,11.9806,-156.0938
14:23:54.361,667.986101,-0.2065,-0.8154,1.1011,-5.4321,-5.1880,-47.6074,-8.3606,11.1621,-160.1532
14:23:54.461,668.086061,-0.2676,-0.8052,1.0356,9.8877,3.1738,-36.6211,-9.7394,10.4590,-163.6139
14:23:54.561,668.185998,-0.2881,-0.8062,1.0801,6.2866,-1.2207,-42.9077,-11.2061,8.9264,-167.7008
14:23:54.661,668.285966,-0.3447,-0.7524,1.3159,8.2397,20.0806,-43.6401,-12.7222,7.9486,-172.0789
14:23:54.761,668.385913,0.1133,-0.9043,1.1880,-20.1416,12.9395,-61.1572,-13.7000,6.7566,-176.0999
14:23:54.861,668.485853,0.0225,-0.5732,0.7896,-26.1841,-6.0425,-28.1982,-14.0735,4.8669,178.7750
14:23:54.961,668.585753,-0.1553,-0.9614,1.2090,41.1377,-35.9497,-73.6084,-15.3094,3.7848,173.1775
14:23:55.061,668.685730,-0.1655,-0.9233,0.9644,1.6479,-0.9766,-40.7715,-16.0071,1.8018,168.2007
14:23:55.161,668.785706,0.0903,-0.8516,1.1948,18.0664,-6.9580,-62.9883,-16.0730,1.1096,163.9874
14:23:55.261,668.885616,-0.2148,-0.9644,1.0962,11.4136,4.8828,-37.3535,-15.8368,-0.5054,159.6368
14:23:55.361,668.985539,-0.1094,-0.8633,0.9536,22.6440,-30.3345,-56.2134,-15.9412,-2.2906,155.8575
14:23:55.461,669.085520,-0.3140,-0.9224,1.3628,33.8745,-2.1362,-47.6685,-15.9412,-3.6420,151.3916
14:23:55.561,669.185482,-0.1323,-0.7251,0.8213,-2.7466,-7.2021,-65.6128,-16.3916,-6.3940,146.9421
14:23:55.661,669.285453,-0.0273,-1.2061,1.3496,57.3120,-27.1606,-68.3594,-14.5129,-5.3943,142.0038
14:23:55.761,669.385375,-0.6675,-0.8555,0.8052,16.9678,0.9766,-45.4102,-14.2987,-10.3436,135.7855
14:23:55.861,669.485312,0.2412,-1.1602,1.2803,25.8179,-13.8550,-85.4492,-13.8373,-7.9321,132.8467
14:23:55.961,669.585281,-0.5396,-0.9604,0.9282,8.9111,23.6206,-27.7100,-13.1067,-12.2388,126.3043
14:23:56.061,669.685212,0.3960,-0.9771,1.3442,6.6528,-9.5215,-94.7876,-12.6123,-12.3157,123.3655
14:23:56.161,669.785183,0.1133,-0.5933,0.7734,-15.3809,-11.5356,-42.1753,-11.2830,-14.4141,117.5977
14:23:56.261,669.885129,-0.3608,-1.0063,1.1104,24.2920,-19.1040,-46.6919,-10.8435,-14.0186,112.7911
14:23:56.360,669.985059,-0.0083,-0.8252,1.0405,8.6670,2.8687,-57.0068,-12.1509,-15.2051,108.6823
14:23:56.460,670.085118,0.0249,-0.8843,1.2012,-13.0005,-7.0801,-42.6025,-11.3049,-14.5679,105.6061
14:23:56.560,670.185038,0.0742,-0.6621,0.9629,-18.9209,2.4414,-36.0107,-11.5192,-16.0400,102.8650
14:23:56.660,670.285004,-0.0630,-0.5059,1.0044,-6.8970,-14.1602,-0.8545,-11.3818,-14.6558,101.9312
14:23:56.760,670.384918,-0.2188,-0.2974,0.9590,18.0664,-7.2632,-39.7339,-11.4368,-15.1447,99.1241
14:23:56.860,670.484868,-0.2021,-0.4043,1.1631,22.0947,-14.6484,-30.9448,-11.0193,-14.1614,97.3773
14:23:56.960,670.584829,-0.0918,-0.3979,1.0454,8.9111,15.5640,-34.9731,-10.9259,-14.7162,95.4163
14:23:57.060,670.684768,-0.0913,-0.5430,0.9287,-2.2583,-17.0898,-45.1660,-9.9042,-14.6338,92.8235
14:23:57.160,670.784722,-0.0576,-0.5244,0.9644,9.1553,-2.3804,-37.1094,-9.3494,-14.2218,89.4617
14:23:57.260,670.884678,-0.1343,-0.6123,1.1470,14.7705,-2.1362,-38.8184,-9.2505,-14.6613,86.4020
14:23:57.360,670.984666,0.0122,-0.7144,1.1426,-1.0376,3.1738,-48.5840,-8.9429,-14.2603,83.2489
14:23:57.460,671.084564,-0.0713,-0.5146,0.9780,-2.4414,2.6855,-41.1377,-8.5693,-14.6173,79.7113
14:23:57.560,671.184500,-0.1562,-0.5415,1.0151,16.8457,-16.3574,-40.2832,-8.3771,-13.9966,75.9705
14:23:57.660,671.284478,-0.0410,-0.5229,1.0664,21.2402,-2.4414,-38.0859,-8.2672,-13.8373,72.6086
14:23:57.760,671.384434,-0.1055,-0.4043,0.9780,1.1597,-17.5781,-24.1089,-8.0310,-14.2657,70.1093
14:23:57.860,671.484474,-0.1118,-0.1235,0.8818,-9.3384,-10.9863,11.8408,-8.5803,-13.9801,70.6696
14:23:57.960,671.584340,-0.3257,0.1040,1.0063,-0.1221,5.6763,6.5918,-9.9866,-12.1564,72.2461
14:23:58.060,671.684347,-0.0454,0.1938,1.4341,13.6719,43.6401,11.2915,-10.9039,-11.0138,75.3387
14:23:58.160,671.784332,-0.0947,0.2925,0.8164,-42.4194,-9.5825,25.6348,-11.5411,-10.1788,79.6729
14:23:58.260,671.884241,-0.1924,0.5532,0.9116,-30.5786,-12.0239,44.6167,-10.6458,-7.5916,85.5890
14:23:58.360,671.984281,-0.0693,0.6162,1.1855,4.6997,6.7139,34.4849,-9.9042,-5.5646,89.0662
14:23:58.459,672.084121,-0.0176,0.3730,0.9800,-10.8643,24.9634,14.8926,-8.5034,-4.8615,90.4449
14:23:58.559,672.184079,-0.2710,0.4492,0.8804,-7.6294,-11.6577,20.9961,-7.2675,-3.4442,93.4058
14:23:58.659,672.284078,-0.1929,0.6411,1.0176,-14.0381,20.8740,38.6963,-6.1304,-1.0876,96.0425
14:23:58.759,672.383987,-0.3335,0.5361,0.8745,-2.3804,11.2915,32.5317,-4.8230,-0.0769,99.3274
14:23:58.859,672.483906,-0.3232,0.8428,1.0996,-7.2632,-4.2725,44.4336,-3.5541,2.4829,103.5626
14:23:58.959,672.583808,-0.3057,0.6431,0.9702,-10.4980,5.3711,54.8706,-1.7249,2.4664,108.0450
14:23:59.059,672.683738,-0.2134,0.7310,1.0420,-2.8076,-15.8081,39.8560,-0.2032,3.4003,112.9614
14:23:59.159,672.783708,-0.2227,0.6748,0.9839,-14.8926,-3.1738,46.9360,1.5546,3.9880,117.0538
14:23:59.259,672.883682,0.0190,0.6157,0.7788,-0.4883,-26.0620,50.4150,3.5156,3.4003,121.7670
14:23:59.359,672.983575,-0.6118,0.6675,0.8369,0.7935,7.1411,0.3052,5.0867,5.5096,124.2828
14:23:59.459,673.083527,0.0801,0.6948,1.2153,-0.0610,23.1323,73.6084,5.5261,4.7955,129.4629
14:23:59.559,673.183506,-0.5215,0.5024,0.8120,-11.3525,26.3062,-1.5259,7.4817,5.1306,130.4572
14:23:59.659,673.283482,-0.1382,0.9375,1.0083,-23.0103,-19.7144,68.3594,7.7673,6.0260,135.6317
14:23:59.759,673.383393,-0.5815,0.7607,0.7788,-19.8975,0.9155,55.6030,9.3494,6.9543,140.4437
14:23:59.859,673.483358,-0.1211,0.8750,0.5889,-37.5366,-14.0381,96.7407,10.1459,5.5426,148.0682
14:23:59.959,673.583311,-0.7456,0.9966,1.0103,14.1602,8.4229,14.5264,12.3102,5.4437,155.2313
14:24:00.059,673.683245,-0.1387,0.9204,0.8638,3.4180,10.8032,104.4922,12.1948,5.6415,158.5876
14:24:00.159,673.783211,-0.2510,0.8965,1.4004,26.8555,-23.0713,37.5977,12.5299,4.1638,168.2611
14:24:00.259,673.883201,-0.4253,1.1382,0.7856,-31.7383,21.0571,29.5410,13.7164,3.7244,169.4476
14:24:00.359,673.983146,-0.1675,0.7266,1.2778,-7.6294,26.7334,104.0039,15.1831,1.7853,176.3690
14:24:00.458,674.083070,0.0259,0.7373,0.9146,12.1460,-27.8320,26.9165,15.5347,0.2417,179.1650
14:24:00.558,674.183088,-0.0908,0.5942,0.8999,-8.6670,-22.7661,34.4849,16.5894,-0.2142,-178.3191
14:24:00.658,674.283004,-0.2349,0.7549,1.2954,4.2114,25.5127,38.6353,17.1222,1.0547,-175.0671
14:24:00.758,674.382981,-0.4790,0.6475,0.7144,-5.6152,3.2959,25.0854,17.7484,-0.3351,-174.2596
14:24:00.858,674.482904,-0.2998,0.9204,1.2354,-0.1221,-1.8311,56.5186,17.6770,-0.1813,-168.9587
14:24:00.958,674.582861,-0.0459,0.5322,0.8252,-5.9814,-1.8311,61.4014,17.6385,-1.9830,-165.0146
14:24:01.058,674.682822,-0.2080,0.7705,0.6357,-50.5371,-30.5786,53.8330,17.1716,-2.5214,-161.8396
14:24:01.158,674.782775,-0.7046,1.0645,1.2012,29.1748,-62.1338,-4.8828,19.0393,-3.6365,-155.3577
14:24:01.258,674.882727,-0.1582,0.4980,0.7153,6.7139,43.0908,79.9561,17.1112,-3.4442,-154.9731
14:24:01.358,674.982689,-0.3345,0.3667,1.0132,6.4697,-56.7627,-1.1597,17.3419,-4.3231,-149.7107
14:24:01.458,675.082629,-0.0532,0.8389,1.1396,2.4414,12.0850,44.0063,17.0673,-3.3783,-146.2280
14:24:01.558,675.182593,-0.4595,0.6128,0.8867,-7.4463,59.4482,30.6396,18.2208,-4.5758,-145.9314
14:24:01.658,675.282587,-0.1572,0.5166,0.8618,19.7144,-65.3076,20.6299,17.9297,-4.7955,-142.6959
14:24:01.758,675.382509,-0.1719,0.5708,1.2314,-16.3574,36.9873,40.1611,17.6660,-3.6420,-139.6307
14:24:01.858,675.482439,-0.1025,0.5034,0.7563,-10.3149,-12.8174,29.0527,18.0396,-5.3503,-138.0817
14:24:01.958,675.582415,-0.3296,0.5742,1.2275,0.6714,-0.9766,24.8413,17.9956,-3.9880,-134.9066
14:24:02.058,675.682363,0.0605,0.4556,1.0508,-2.8687,21.8506,33.0811,17.2540,-4.2407,-132.7972
14:24:02.158,675.782325,-0.3247,0.3794,0.8613,-12.7563,11.0474,10.4980,17.5836,-3.9331,-131.4789
14:24:02.258,675.882260,-0.2480,0.3853,1.0317,17.4561,-17.2119,18.6157,17.5507,-3.6145,-129.2542
14:24:02.358,675.982210,-0.1343,0.3540,1.2397,-5.4321,41.6870,28.4424,16.9354,-2.8345,-127.9303
14:24:02.458,676.082221,-0.1543,0.2861,0.7192,-8.3008,-26.0620,16.7847,17.3145,-4.3286,-126.7987
14:24:02.558,676.182152,-0.2051,0.3052,0.9604,2.9297,-21.8506,7.9346,17.1002,-2.8180,-124.6014
14:24:02.657,676.282134,-0.1548,0.4521,1.2598,-1.5869,27.0386,20.6909,17.0508,-3.4003,-123.0359
14:24:02.757,676.382034,-0.0693,0.3003,0.9097,-6.5308,7.9346,14.3433,16.5784,-3.3563,-122.3767
14:24:02.857,676.481957,-0.0918,0.2300,0.9531,-4.5166,-7.2021,18.9819,16.2213,-2.6917,-120.8936
14:24:02.957,676.581928,-0.2632,0.3315,0.9087,-19.1040,-15.4419,3.1128,16.7322,-2.8400,-119.3335
14:24:03.057,676.681841,0.0283,0.2866,1.0454,3.8452,-6.9580,18.5547,15.7159,-2.1039,-118.5754
14:24:03.157,676.781790,-0.0059,0.1177,0.7871,-24.2310,-0.7935,10.3760,16.5234,-1.9885,-117.7240
14:24:03.257,676.881754,-0.1382,0.3057,0.8984,-1.0376,-39.1846,9.7656,15.7489,-1.8018,-116.2683
14:24:03.357,676.981687,-0.3008,0.3306,1.0083,-18.0664,14.3433,1.6479,15.6226,-1.9775,-115.5157
14:24:03.457,677.081653,0.1133,0.3462,1.1973,-7.2632,19.5312,23.8647,14.2877,-1.1536,-114.6368
14:24:03.557,677.181604,-0.2583,0.2158,1.0176,-6.6528,13.5498,-3.2959,14.4525,-1.5601,-113.5107
14:24:03.657,677.281544,-0.2549,0.2422,0.8774,5.5542,-10.3760,13.7329,13.5956,-0.9888,-112.3572
14:24:03.757,677.381470,-0.1455,0.3442,1.0742,-12.5732,-2.9297,17.3340,13.2825,-0.0934,-111.3464
14:24:03.857,677.481399,-0.2349,0.2798,0.9287,4.6387,-5.9814,12.7563,13.1177,-0.4669,-110.6763
14:24:03.957,677.581371,-0.2266,0.1821,0.8647,-2.0142,-8.1177,2.6855,12.8925,0.2911,-109.4458
14:24:04.057,677.681305,-0.1318,0.2622,1.0117,-1.0986,-11.9019,22.5220,12.5409,0.7196,-108.7866
14:24:04.157,677.781239,-0.1763,0.2354,1.0498,-1.9531,4.9438,5.8594,12.6508,0.7910,-108.0396
14:24:04.257,677.881207,-0.1133,0.1919,1.0596,7.3242,4.2114,0.4272,12.3981,0.6702,-107.5726
14:24:04.357,677.981175,-0.0830,0.2363,1.0688,0.8545,9.2163,6.0425,12.3871,0.0879,-107.6880
14:24:04.456,678.081086,-0.0928,0.1533,0.8911,-9.0332,1.3428,4.0894,12.7661,-0.6757,-108.0835
14:24:04.556,678.181067,-0.2314,0.2012,0.9668,6.7139,4.8218,10.4980,13.1287,1.0712,-106.5234
14:24:04.656,678.281018,-0.1011,0.2686,1.1406,-6.2866,19.5923,-2.6245,12.8210,2.5323,-105.5896
14:24:04.756,678.380936,-0.0405,0.1953,0.9888,-4.0283,9.4604,5.5542,12.4530,2.4554,-105.5402
14:24:04.856,678.480886,-0.1431,0.1333,0.9370,-10.5591,-11.4746,6.3477,12.5299,2.2137,-105.2051
14:24:04.956,678.580830,-0.2764,0.2134,1.1025,15.2588,-14.3433,8.6670,11.4752,2.4994,-104.4305
14:24:05.056,678.680800,0.0479,0.1768,0.9932,-13.6719,21.6675,-1.7700,11.8542,1.3953,-104.5898
14:24:05.156,678.780748,-0.0352,0.0435,0.9849,-10.1318,22.7661,19.4092,11.1841,2.4390,-103.1726
14:24:05.256,678.880666,-0.1069,0.0635,0.8364,9.3384,-17.8223,5.5542,10.7281,3.0322,-102.4475
14:24:05.356,678.980593,-0.2061,0.1328,1.0298,-11.9629,17.3340,-2.1362,10.2557,3.8837,-101.8323
14:24:05.456,679.080525,-0.1597,0.0283,0.9199,6.6528,-13.5498,-12.6343,9.8822,4.2572,-102.2552
14:24:05.556,679.180503,-0.1333,0.0059,0.9858,-7.4463,-7.2021,-6.2866,9.0363,5.2899,-103.1396
14:24:05.656,679.280480,-0.1646,-0.0684,0.9712,4.5166,-11.4746,-7.7515,9.1571,4.9493,-104.8260
14:24:05.756,679.380442,-0.0820,-0.0669,1.0918,5.0049,5.2490,-3.7842,8.2562,5.1636,-105.7599
14:24:05.856,679.480397,-0.0620,-0.1196,1.0410,3.1128,11.5356,-5.0659,8.1573,4.8615,-105.4578
14:24:05.956,679.580336,-0.1719,-0.0938,0.8096,1.0376,-15.3198,-1.4038,8.0969,4.8999,-105.5786
14:24:06.056,679.680271,-0.0684,-0.0747,1.0752,2.3804,1.9531,-11.7188,6.9159,5.3888,-105.7379
14:24:06.156,679.780203,0.0288,-0.0962,1.0830,10.2539,-3.2959,-8.9722,5.6635,4.9988,-106.3367
14:24:06.255,679.880163,-0.1958,-0.1958,0.9077,-22.3999,-18.7378,-11.9629,5.6909,5.2570,-108.1165
14:24:06.356,679.980299,-0.3535,-0.2266,0.8267,22.3999,-20.0806,-35.3394,5.8173,5.3998,-110.3412
14:24:06.455,680.080113,-0.0034,-0.4634,1.2275,8.4839,10.8032,-8.6060,3.2410,5.7788,-111.8793
14:24:06.555,680.179983,-0.1626,-0.3525,0.8120,-19.2261,-2.1362,-10.6812,3.7518,5.0482,-114.3677
14:24:06.655,680.279933,-0.0879,-0.2739,0.8545,29.9072,1.0376,-21.6064,2.8839,4.7900,-116.3562
14:24:06.755,680.379822,-0.1763,-0.5161,0.9277,8.9111,-11.9019,-18.6768,1.2195,4.8505,-118.3887
14:24:06.855,680.479773,0.1265,-0.4502,0.7700,-23.5596,-7.6294,-25.3906,0.7690,4.5648,-120.7288
14:24:06.955,680.579702,0.0024,-0.3296,1.0479,6.6528,-18.1885,-28.0151,-0.4999,4.3890,-123.1018
14:24:07.055,680.679620,0.0586,-0.4814,1.0503,-9.8877,19.2871,-27.5879,-2.5433,4.2242,-124.9969
14:24:07.155,680.779554,0.1313,-0.3716,0.8896,-22.7661,-49.3774,-21.6064,-2.9224,3.7024,-127.0294
14:24:07.255,680.879509,-0.0190,-0.4268,0.7681,-24.3530,-6.8970,-13.0005,-3.6035,5.4877,-129.1278
14:24:07.355,680.979452,-0.3599,-0.4468,0.8716,74.5850,-29.4189,-46.3257,-4.8395,3.5156,-132.1545
14:24:07.455,681.079396,0.0669,-0.8516,1.1655,-13.3057,46.9360,-7.2632,-6.5533,5.6305,-133.2971
14:24:07.555,681.179336,-0.1763,-0.4883,1.1523,34.4238,33.6914,-23.5596,-5.7788,4.5923,-136.1096
14:24:07.655,681.279250,-0.0366,-0.7383,1.1836,-2.1973,16.5405,-19.1040,-7.1466,5.5151,-137.1478
14:24:07.755,681.379155,-0.4302,-0.4834,0.9346,16.4185,31.1890,-10.8032,-7.0312,5.0043,-139.8834
14:24:07.854,681.479073,-0.2280,-0.4839,1.0151,31.0669,2.1362,-14.5874,-8.2068,4.3011,-141.8280
14:24:07.954,681.579041,-0.4097,-0.5884,1.0986,29.5410,12.6953,-17.3340,-9.1022,3.1915,-144.3274
14:24:08.054,681.678927,-0.1914,-0.4038,0.7695,-4.1504,-7.7515,-6.2866,-9.0198,2.8070,-146.2885
14:24:08.154,681.778856,-0.0732,-0.3906,1.0220,27.4658,-0.4883,-28.9307,-9.1571,2.2852,-148.5626
14:24:08.254,681.878772,-0.0737,-0.5918,1.2158,38.5742,-20.0195,-40.1001,-9.5251,1.5436,-151.3971
14:24:08.354,681.978709,0.0552,-0.7192,1.0903,-8.1177,34.3018,-33.6304,-11.4313,1.7084,-153.3746
14:24:08.454,682.078701,-0.3481,-0.5376,0.8809,-1.2817,10.4370,-46.3257,-10.4095,0.3516,-157.1539
14:24:08.554,682.178582,-0.1968,-0.7715,1.2021,20.8130,-6.0425,-42.4805,-12.1893,0.5493,-160.0269
14:24:08.654,682.278492,-0.4209,-0.8252,1.1338,4.6387,20.3247,-19.9585,-12.3651,-0.1648,-163.1964
14:24:08.754,682.378390,0.0444,-0.8105,0.9946,2.0142,9.2163,-41.8701,-13.6230,-0.0604,-165.6464
14:24:08.854,682.478297,-0.0215,-0.5435,0.8975,4.3945,0.0000,-33.6304,-12.8156,-1.4612,-169.4971
14:24:08.954,682.578230,0.0718,-0.8623,0.9907,19.3481,-22.0947,-59.0210,-13.9746,-1.6864,-173.4247
14:24:09.054,682.678153,-0.0630,-0.9565,1.0942,-13.9160,7.9956,-36.9263,-13.5901,-2.1808,-178.0115
14:24:09.153,682.778106,-0.3257,-0.8145,0.9473,19.1040,-10.0708,-38.8794,-13.7000,-3.2410,177.7863
14:24:09.253,682.878061,0.0024,-1.0981,1.3779,44.0674,-8.0566,-49.7437,-14.2767,-3.7134,173.9301
14:24:09.353,682.977975,-0.1001,-0.8877,0.9385,2.5635,24.0479,-14.8315,-14.9689,-4.1583,171.3922
14:24:09.453,683.077911,0.0317,-0.9302,1.1831,24.5972,-8.8501,-66.8945,-14.7162,-5.7458,167.5854
14:24:09.553,683.177955,-0.0625,-0.8594,1.0620,-11.7798,5.7373,-18.5547,-15.1007,-5.6305,164.4928
14:24:09.653,683.277845,-0.4351,-0.6870,0.8091,20.5688,9.7656,-22.4609,-14.8755,-7.0972,161.7517
14:24:09.753,683.377727,-0.0088,-1.1147,1.3145,30.3955,-8.9111,-46.2036,-15.0128,-6.6632,159.0875
14:24:09.853,683.477637,0.0547,-0.7510,0.8237,-17.2729,19.1650,-13.9771,-15.3754,-7.9980,156.4563
14:24:09.953,683.577597,-0.2231,-0.8628,1.3394,28.1982,-43.7012,-62.9272,-14.0790,-8.7726,152.5452
14:24:10.053,683.677524,0.1978,-1.0322,1.1465,-4.4556,20.2637,-40.8325,-15.5841,-8.2617,149.5734
14:24:10.153,683.777468,-0.2812,-0.6855,0.8687,2.0752,-1.5869,-54.3213,-14.0625,-10.5688,144.3494
14:24:10.253,683.877406,-0.0459,-1.0283,1.2266,36.0107,-1.9531,-41.6260,-15.0238,-8.7286,141.2512
14:24:10.353,683.977369,-0.7324,-0.9712,1.1470,31.4331,29.6021,-126.0376,-13.2330,-11.2610,135.2417
14:24:10.453,684.077317,0.6309,-0.7622,1.2432,-2.0142,18.4937,-63.8428,-15.1337,-10.2063,135.8844
14:24:10.553,684.177423,0.0625,-0.6914,0.4834,-42.2363,9.0332,45.1660,-14.2877,-12.8760,133.2202
14:24:10.653,684.277239,-0.1611,-0.7065,1.2871,37.7808,-96.8628,-86.7920,-12.4420,-13.1177,129.6771
14:24:10.752,684.377111,0.2627,-0.8237,0.9102,-7.8735,-0.7935,5.9814,-14.4141,-12.3981,127.2327
14:24:10.852,684.477007,-0.2363,-0.5469,1.1128,15.1367,-29.8462,-53.5889,-13.4637,-13.6945,123.9313
14:24:10.952,684.577005,0.1250,-0.8999,1.5605,19.2871,21.4844,-25.4517,-15.3699,-12.1893,122.2888
14:24:11.052,684.676918,-0.0498,-0.4849,0.8423,-13.7939,0.9155,-20.1416,-15.4138,-13.7384,120.8221
14:24:11.152,684.776848,-0.2827,-0.4126,1.0830,9.3994,-8.2397,-31.6162,-15.8368,-13.2880,120.4266
14:24:11.252,684.876779,-0.4092,-0.1948,0.7959,30.7007,-11.7798,-11.5356,-15.5951,-13.8867,120.5200
14:24:11.352,684.976787,0.1172,0.2446,1.1245,17.5781,28.0762,-42.1143,-15.4248,-15.6445,120.2509
14:24:11.452,685.076717,-0.3657,0.2007,0.7812,-34.9731,-19.5923,53.5889,-15.1831,-14.2273,122.1295
14:24:11.552,685.176631,-0.1602,0.1646,0.8740,14.3433,-29.9683,44.6167,-14.0240,-9.8657,125.2441
14:24:11.652,685.276566,0.2158,0.4165,1.4072,-23.1323,60.7300,63.0493,-14.7766,-6.5643,127.3590
14:24:11.752,685.376499,-0.7578,0.0244,0.3818,-6.5918,-35.7056,-26.0620,-11.5796,-9.1187,129.0454
14:24:11.852,685.476425,-0.4878,1.0298,1.1133,-42.2974,-3.7231,72.5098,-14.2273,-0.0330,132.5446
14:24:11.952,685.576415,-0.2798,0.5054,1.0298,-39.6729,34.1187,34.7900,-9.6185,-1.4941,131.9788
14:24:12.052,685.676367,-0.1255,0.0400,0.9775,19.8364,-42.7246,-18.1274,-8.3496,-0.6976,134.3958
14:24:12.152,685.776310,0.1265,0.5454,1.2979,-40.2222,38.0859,23.8647,-9.0692,1.3513,134.0771
14:24:12.252,685.876255,-0.4238,-0.0171,0.6650,-6.3477,-65.5518,-38.5132,-6.0095,-1.6754,132.1436
14:24:12.352,685.976189,-0.5068,0.3398,1.3364,37.5977,16.8457,25.8179,-9.0363,1.8292,128.7048
14:24:12.452,686.076154,-0.2261,0.2598,1.0039,3.2349,-2.9907,3.4180,-5.8832,0.8350,128.6169
14:24:12.551,686.176133,-0.3198,-0.0952,0.9897,37.9028,-73.9136,6.7139,-1.8732,0.1428,128.5291
14:24:12.651,686.276064,-0.2695,0.3823,0.9956,28.0151,7.7515,3.6011,-0.3131,-3.0817,129.3146
14:24:12.751,686.375915,0.0737,0.1182,0.8042,-49.8657,22.2168,13.1836,-0.1813,-1.7413,131.4514
14:24:12.851,686.475850,-0.0181,-0.2788,0.9233,-2.8687,39.3677,-9.4604,0.7855,3.3453,131.8304
14:24:12.951,686.575802,-0.2041,-0.4580,0.9478,5.9204,-28.9917,-37.8418,0.8459,6.1633,129.8584
14:24:13.051,686.675811,-0.3271,-0.4795,1.1660,10.9253,4.8218,-40.1611,-0.0824,5.8118,126.9031
14:24:13.151,686.775705,-0.0439,-0.5977,0.8623,10.8032,13.6719,-42.3584,-1.0986,4.9329,122.9810
14:24:13.251,686.875654,-0.2515,-0.6626,1.0508,7.5073,-3.0518,-29.1138,-2.9498,6.7896,119.3610
14:24:13.351,686.975580,-0.2427,-0.7080,1.2505,26.3672,0.5493,-36.1938,-3.6200,5.7623,116.3232
14:24:13.451,687.075540,-0.1421,-0.7402,1.0791,7.4463,8.8501,-33.6914,-4.2847,4.7900,113.4558
14:24:13.551,687.175494,-0.0122,-0.7686,1.1655,14.2822,18.7988,-43.8232,-5.4657,4.3011,109.9622
14:24:13.651,687.275476,0.0273,-0.8438,0.8501,-1.0376,2.0142,-37.1704,-6.6852,3.7738,106.4081
14:24:13.751,687.375359,-0.2671,-0.8984,1.0903,7.2021,-13.3057,-31.0059,-7.5037,3.6749,102.4585
14:24:13.851,687.475310,0.0015,-0.8940,1.1401,11.1084,-5.5542,-49.1943,-8.4485,2.6312,99.1791
14:24:13.951,687.575241,-0.0049,-0.7788,1.0098,0.0000,-10.8643,-34.2407,-9.0198,1.6205,95.8612
14:24:14.051,687.675215,-0.0586,-0.6787,1.0537,26.4282,-30.7007,-40.2222,-9.4757,0.2142,92.7136
14:24:14.150,687.775118,0.2427,-0.6279,1.0977,-11.7798,-25.4517,-40.8936,-9.6899,-0.1099,90.4340
14:24:14.250,687.875028,-0.1255,-0.5933,0.9399,2.8076,-10.3149,-10.0708,-9.2670,-2.6917,88.1653
14:24:14.350,687.974951,0.1011,-0.5947,1.4106,6.3477,-4.7607,-55.4810,-10.7776,-3.2849,85.9351
14:24:14.450,688.074963,0.2070,-0.6538,0.9009,1.4648,-18.9209,-29.2358,-9.5911,-5.4492,83.1610
14:24:14.550,688.174863,0.0254,-0.7017,1.4517,6.5918,-14.7095,-56.3965,-9.7009,-6.4160,78.6401
14:24:14.650,688.274801,0.3232,-0.6606,0.8550,3.2959,-29.0527,-41.6260,-8.6902,-9.4153,75.7562
14:24:14.750,688.374734,0.1021,-0.6875,1.1699,2.3193,-22.3999,-35.4614,-8.9868,-9.9976,72.1582
14:24:14.850,688.474625,0.1885,-0.6235,1.1470,-14.0991,3.7842,-36.6211,-8.8660,-11.0028,69.1864
14:24:14.950,688.574556,0.2676,-0.6392,1.1631,15.7471,-22.3999,-44.6777,-9.4427,-11.5027,66.2256
14:24:15.050,688.674527,0.0015,-0.5952,1.0381,-6.7139,-3.9062,-16.4795,-9.4043,-12.0465,63.9349
14:24:15.150,688.774453,0.0249,-0.3770,1.0103,9.7656,-16.9678,-33.2031,-10.3711,-12.2113,62.2375
14:24:15.250,688.874433,0.1514,-0.5796,1.1426,-1.5259,5.9204,-29.4800,-10.0415,-12.4860,60.3094
14:24:15.350,688.974305,0.0928,-0.7065,1.0664,14.9536,-27.5879,-55.1147,-10.1624,-13.1781,56.7609
14:24:15.450,689.074265,0.0742,-0.7729,1.1445,-14.8926,29.9072,-27.2827,-9.3933,-13.6670,53.2672
14:24:15.550,689.174254,0.3301,-0.7451,1.0918,16.9067,-38.9404,-71.2891,-9.6240,-14.4965,49.2572
14:24:15.650,689.274182,0.2588,-0.7905,1.0610,-16.5405,0.8545,-35.9497,-8.8165,-14.4141,45.4010
14:24:15.750,689.374177,-0.1865,-0.8525,1.1646,28.1982,-25.2075,-49.8657,-8.0914,-14.9579,41.0065
14:24:15.849,689.474080,0.0986,-0.8252,1.3286,13.7329,17.0898,-46.0815,-8.4814,-15.0073,37.6776
14:24:15.949,689.573968,-0.1094,-0.7192,1.1099,25.0854,15.0757,-35.2783,-7.1521,-16.1554,33.4314
14:24:16.049,689.673902,-0.0068,-0.9521,1.5420,11.8408,-5.0049,-73.0591,-6.6302,-17.5397,28.8062
